qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5ae2138c5542997283cd23b7,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3818,1.0,220.0,1.0,1.0
5a77152355429966f1a36c2e,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.1324,0.5,204.0,0.5,0.0
5ade99ad554299728e26c75d,chunk_packed_224,chunk,packed,0.0,0.4,1.0,1.0,0.5885,1.0,209.0,1.0,1.0
5ab81cff5542990e739ec827,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.5185,1.0,216.0,1.0,1.0
5ae5be02554299546bf82f3e,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.5275,1.0,218.0,1.0,1.0
5ae3f1bb5542995ad6573cbe,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.5024,1.0,207.0,1.0,1.0
5a8389445542996488c2e450,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.4581,1.0,203.0,1.0,1.0
5a89fc305542993b751ca9dc,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.5767,1.0,215.0,1.0,1.0
5a85bc2d5542994c784ddb70,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2441,1.0,213.0,1.0,1.0
5a7b1c745542992d025e6777,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.25,0.1792,0.5,212.0,0.5,0.0
5ae2d8fb55429928c42394fa,chunk_packed_224,chunk,packed,0.0,0.2222,0.0,0.2,0.1582,0.5,196.0,0.5,0.0
5ae7f6be554299540e5a56db,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.3036,1.0,224.0,1.0,1.0
5a773ae055429972597f14b0,chunk_packed_224,chunk,packed,0.0,0.6667,1.0,1.0,0.2973,1.0,222.0,1.0,1.0
5a75abbb5542992d0ec05fd9,chunk_packed_224,chunk,packed,0.0,0.6667,0.0,0.5,0.3196,0.5,194.0,0.5,0.0
5ae4c49a5542995dadf24400,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1232,0.5,203.0,0.5,0.0
5ac44813554299194317396b,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.4064,1.0,219.0,1.0,1.0
5abfc8675542993fe9a41e52,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.3267,0.5,202.0,1.0,1.0
5a8aeadc55429950cd6afbe0,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2682,1.0,220.0,1.0,1.0
5ab2082f554299722f9b4c9f,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.3762,0.5,210.0,1.0,1.0
5ae0ba15554299603e41844d,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2817,1.0,213.0,1.0,1.0
5a7332935542991f9a20c67d,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.4818,1.0,220.0,1.0,1.0
5a9068f85542990a98493623,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.6982,1.0,222.0,1.0,1.0
5addd5795542990dbb2f7e9d,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.5784,1.0,204.0,1.0,1.0
5adfa3da554299025d62a317,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.3333,0.3807,0.5,218.0,0.5,0.0
5ae6443355429908198fa563,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.5,0.4215,1.0,223.0,1.0,1.0
5ab98608554299131ca42362,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.1881,0.5,218.0,0.5,0.0
5ae61bfd5542992663a4f261,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.2009,0.5,214.0,0.5,0.0
5ab870ed55429934fafe6db9,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2593,0.5,216.0,0.5,0.0
5abcfc365542993a06baf9d6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3502,0.5,217.0,0.5,0.0
5add63845542992ae4cec541,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.2,0.1991,0.5,216.0,1.0,1.0
5ae2a0a1554299495565dae9,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2461,1.0,191.0,1.0,1.0
5a84eecd5542994c784dda8e,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.6497,1.0,177.0,1.0,1.0
5a85fa815542996432c57155,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1883,0.5,223.0,1.0,1.0
5a84a5385542990548d0b2d9,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.7265,1.0,223.0,1.0,1.0
5a78f26055429970f5fffdeb,chunk_packed_224,chunk,packed,0.0,0.8,1.0,1.0,0.4722,1.0,216.0,1.0,1.0
5a86edcc55429960ec39b6da,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.1704,0.5,223.0,1.0,1.0
5ae7766455429952e35ea920,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.6,0.5223,1.0,224.0,1.0,1.0
