qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5add1d575542992c1e3a2540,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.1597,0.5,144.0,0.5,0.0
5ac55ea55542993e66e82377,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.6667,0.0,0.0,157.0,1.0,1.0
5ac3a76e554299741d48a2be,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.7237,1.0,152.0,1.0,1.0
5a7133565542994082a3e65c,chunk_packed_160,chunk,packed,0.0,0.6667,1.0,1.0,0.44,0.5,150.0,1.0,1.0
5ac1a4745542991316484b82,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.4088,1.0,159.0,1.0,1.0
5adc597d55429947ff17392f,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.5,0.0
5ac55e835542993e66e82375,chunk_packed_160,chunk,packed,0.0,0.6667,1.0,1.0,0.8054,1.0,149.0,1.0,1.0
5a8d9e0f554299441c6ba015,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.3,0.5,160.0,0.5,0.0
5ae70ed7554299572ea546a1,chunk_packed_160,chunk,packed,0.0,0.0,1.0,1.0,0.6871,1.0,147.0,1.0,1.0
5a74a8fa55429929fddd8497,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.3228,0.5,158.0,0.5,0.0
5a7cb94f554299683c1c6353,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.2051,0.5,156.0,0.5,0.0
5ab874ba5542990e739ec904,chunk_packed_160,chunk,packed,0.0,0.0,1.0,1.0,0.6943,1.0,157.0,1.0,1.0
5ae3a8985542992f92d82329,chunk_packed_160,chunk,packed,0.0,0.0,1.0,1.0,0.1788,0.5,151.0,0.5,0.0
5ac39f7b554299218029dbe7,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3333,0.3438,0.5,160.0,1.0,1.0
5ae27b535542996483e649b6,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.6084,1.0,143.0,1.0,1.0
5a7331de5542994cef4bc4a8,chunk_packed_160,chunk,packed,0.0,0.0,1.0,1.0,0.3154,0.5,149.0,1.0,1.0
5ac15de55542991316484afb,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.6538,1.0,156.0,1.0,1.0
5a7c6c9d554299683c1c6302,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5,0.1176,0.5,136.0,0.5,0.0
5ae6363b55429929b0807af0,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.2406,0.5,133.0,0.5,0.0
5a8cea40554299441c6b9f76,chunk_packed_160,chunk,packed,0.0,0.0,1.0,1.0,0.3356,0.5,146.0,1.0,1.0
5ab5ecd75542992aa134a3e6,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.4437,1.0,151.0,1.0,1.0
5a84c5545542991dd0999dee,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.6014,0.5,138.0,0.5,0.0
5adeacf955429975fa854f66,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.5385,0.5,156.0,0.5,0.0
5a8ce15d554299653c1aa12f,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,1.0
5ade4da055429939a52fe878,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.72,1.0,150.0,1.0,1.0
5ab2a186554299295394677b,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.7436,1.0,156.0,1.0,1.0
5ade66e1554299728e26c713,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3333,0.4,0.5,160.0,1.0,1.0
5a7c634c55429907fabeef79,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.3419,0.5,155.0,1.0,1.0
5ae13f3c5542997b2ef7d168,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4,0.3504,0.5,137.0,0.5,0.0
5ae17cd055429901ffe4aea3,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.4564,1.0,149.0,1.0,1.0
5ae7940c55429952e35ea984,chunk_packed_160,chunk,packed,0.0,0.5,0.0,0.5,0.1677,0.5,155.0,0.5,0.0
5a7296815542991f9a20c515,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.1603,0.5,156.0,1.0,1.0
5ab2e8ad554299340b525562,chunk_packed_160,chunk,packed,1.0,1.0,1.0,1.0,0.4965,1.0,143.0,1.0,1.0
5a89b1de5542992e4fca8378,chunk_packed_160,chunk,packed,0.0,0.0,1.0,1.0,0.6972,1.0,142.0,1.0,1.0
