qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
34c3dd940bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4182,0.5,110.0,1.0,1.0
a1c37dc40bdd11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3153,0.5,111.0,0.5,0.0
e051bd000bdb11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.0,0.0,104.0,0.5,0.0
f02d1c2208b811ebbd88ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3333,0.25,126.0,0.75,0.0
782f0c160bd911eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.1774,0.5,124.0,0.5,0.0
21e70b7e0bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,123.0,1.0,1.0
8d3d54ec0bdd11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3866,0.5,119.0,0.5,0.0
33bcd7ce0bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3333,0.5,117.0,0.5,0.0
249f9f060bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2269,0.5,119.0,0.5,0.0
45eb6a5408b611ebbd88ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,0.0,0.0,0.2736,0.25,106.0,0.5,0.0
5f02fdf2084f11ebbd56ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4196,1.0,112.0,1.0,1.0
af356f7a0bd911eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.25,0.2787,0.5,122.0,0.5,0.0
dbca21a20bd911eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.1032,0.5,126.0,0.5,0.0
27d8ec30091f11ebbdaeac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4444,1.0,126.0,1.0,1.0
808f9f1808b111ebbd85ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.3828,1.0,128.0,1.0,1.0
d6b29805087b11ebbd69ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,0.0,0.0,0.748,0.5,123.0,0.5,0.0
9b8278a20bdd11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2562,0.5,121.0,0.5,0.0
c99fc05e0bd911eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.5,0.0
60465ce2085411ebbd59ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.384,0.5,125.0,0.5,0.0
3e0cebde0bd911eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2718,0.5,103.0,0.5,0.0
3cddcc46086511ebbd5eac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.5906,1.0,127.0,1.0,1.0
7f6e237109c411ebbdb0ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.6638,1.0,116.0,1.0,1.0
dc3a36a00bdd11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.5492,0.5,122.0,0.5,0.0
09ede27e08fd11ebbdadac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4597,0.5,124.0,1.0,1.0
003285a80bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.8462,1.0,117.0,1.0,1.0
0e2082e408d111ebbd95ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.5968,1.0,124.0,1.0,1.0
322178260bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.5,0.0
4c1772720bb011ebab90acde48001122,chunk_packed_128,chunk,packed,0.0,0.2,0.0,0.5,0.2155,0.5,116.0,0.5,0.0
adf59bec0bdb11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.3333,0.386,0.5,114.0,0.5,0.0
136c700c089611ebbd76ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.6721,0.5,122.0,1.0,1.0
6b2ad6600bdb11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.5169,1.0,118.0,1.0,1.0
e6a4ff4c0bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.3333,0.0,0.0,114.0,0.5,0.0
