qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5ae2138c5542997283cd23b7,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.313,0.5,115.0,1.0,1.0
5a77152355429966f1a36c2e,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.2126,0.5,127.0,0.5,0.0
5ade99ad554299728e26c75d,chunk_packed_128,chunk,packed,0.0,0.4,1.0,1.0,0.9369,1.0,111.0,1.0,1.0
5ab81cff5542990e739ec827,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.0,0.0,121.0,1.0,1.0
5ae5be02554299546bf82f3e,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,1.0,1.0,115.0,1.0,1.0
5ae3f1bb5542995ad6573cbe,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.3717,0.5,113.0,1.0,1.0
5a8389445542996488c2e450,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.7881,1.0,118.0,1.0,1.0
5a89fc305542993b751ca9dc,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,1.0,1.0,124.0,1.0,1.0
5a85bc2d5542994c784ddb70,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.1525,0.5,118.0,1.0,1.0
5a7b1c745542992d025e6777,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.25,0.2969,0.5,128.0,0.5,0.0
5ae2d8fb55429928c42394fa,chunk_packed_128,chunk,packed,0.0,0.2222,0.0,0.2,0.3333,0.5,93.0,0.5,0.0
5ae7f6be554299540e5a56db,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4252,1.0,127.0,1.0,1.0
5a773ae055429972597f14b0,chunk_packed_128,chunk,packed,0.0,0.6667,1.0,1.0,0.541,1.0,122.0,1.0,1.0
5a75abbb5542992d0ec05fd9,chunk_packed_128,chunk,packed,0.0,0.6667,0.0,0.5,0.4882,0.5,127.0,0.5,0.0
5ae4c49a5542995dadf24400,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2066,0.5,121.0,0.5,0.0
5ac44813554299194317396b,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.632,1.0,125.0,1.0,1.0
5abfc8675542993fe9a41e52,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.528,0.5,125.0,1.0,1.0
5a8aeadc55429950cd6afbe0,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.6277,1.0,94.0,1.0,1.0
5ab2082f554299722f9b4c9f,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.281,0.5,121.0,1.0,1.0
5ae0ba15554299603e41844d,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.6694,1.0,124.0,1.0,1.0
5a7332935542991f9a20c67d,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4194,0.5,124.0,1.0,1.0
5a9068f85542990a98493623,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.6293,0.5,116.0,1.0,1.0
5addd5795542990dbb2f7e9d,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4803,0.5,127.0,1.0,1.0
5adfa3da554299025d62a317,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.3333,0.0,0.0,119.0,0.5,0.0
5ae6443355429908198fa563,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.352,0.5,125.0,1.0,1.0
5ab98608554299131ca42362,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.3475,0.5,118.0,0.5,0.0
5ae61bfd5542992663a4f261,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3644,0.5,118.0,0.5,0.0
5ab870ed55429934fafe6db9,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4828,0.5,116.0,0.5,0.0
5abcfc365542993a06baf9d6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.5,0.0
5add63845542992ae4cec541,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.2,0.2835,0.5,127.0,1.0,1.0
5ae2a0a1554299495565dae9,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4123,1.0,114.0,1.0,1.0
5a84eecd5542994c784dda8e,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.7476,0.5,103.0,1.0,1.0
5a85fa815542996432c57155,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3818,0.5,110.0,1.0,1.0
5a84a5385542990548d0b2d9,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,1.0,1.0,121.0,1.0,1.0
