qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5aba926f55429901930fa83e,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.5,0.0
5ae1fced5542997283cd230e,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.0,0.0,90.0,1.0,1.0
5a890b895542995153361278,chunk_packed_96,chunk,packed,0.0,0.6667,1.0,1.0,0.6222,0.5,90.0,1.0,1.0
5a90b2175542990a984936ae,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.3708,1.0,89.0,1.0,1.0
5a881cbb55429938390d3ee7,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4396,0.5,91.0,0.5,0.0
5a764c0b55429976ec32bd89,chunk_packed_96,chunk,packed,0.0,0.1667,1.0,1.0,0.4507,0.5,71.0,1.0,1.0
5ac2da27554299657fa2909f,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.5595,0.5,84.0,0.5,0.0
5ac26ac15542992f1f2b38bc,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.5,0.0
5a8a521d5542992d82986f15,chunk_packed_96,chunk,packed,0.0,0.3333,0.0,1.0,0.0,0.0,78.0,1.0,1.0
5ae650fb55429929b0807b2e,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.8118,1.0,85.0,1.0,1.0
5a8bc1b85542997f31a41db8,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.878,1.0,82.0,1.0,1.0
5ab209ec554299722f9b4ca2,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5714,0.5895,0.5,95.0,0.5,0.0
5a8bb90f5542996e8ac88a02,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.2421,0.5,95.0,0.5,0.0
5ac31b0a554299741d48a1f0,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.5,0.0
5adf3e355542993a75d26440,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,1.0
5abd245555429924427fcf0f,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.5119,0.5,84.0,0.5,0.0
5a84b5975542991dd0999da3,chunk_packed_96,chunk,packed,0.0,0.5714,0.0,0.6667,0.0,0.0,86.0,1.0,1.0
5a8ba3ff55429971feec4744,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4,0.0,0.0,94.0,1.0,1.0
5a8303c255429954d2e2ec01,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3333,0.0,0.0,84.0,0.5,0.0
5a7b374c5542995eb53be8cc,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.1978,0.5,91.0,1.0,1.0
5a7b63eb55429931da12ca7e,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.6947,1.0,95.0,1.0,1.0
5a90492655429933b8a204d8,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,1.0
5a8a502b5542996c9b8d5ea6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.3596,0.5,89.0,1.0,1.0
5ae5a4e5554299546bf82f01,chunk_packed_96,chunk,packed,0.0,0.75,1.0,1.0,0.4194,0.5,93.0,1.0,1.0
5a78e3b955429974737f78f1,chunk_packed_96,chunk,packed,1.0,1.0,0.0,0.0,0.4839,1.0,93.0,1.0,1.0
5a85cd295542997175ce202b,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.5595,0.5,84.0,0.5,0.0
5add6cf45542992ae4cec55f,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.5,0.0
5a86fde6554299211dda2b7f,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2778,0.5,90.0,0.5,0.0
5a8198565542995ce29dcc13,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.0,0.0,77.0,1.0,1.0
5a79332555429907847277e7,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.2283,0.5,92.0,1.0,1.0
5ac31602554299741d48a1bf,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.5,0.0
5ae4a2e25542996836b02cee,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.7191,1.0,89.0,1.0,1.0
5a8192045542995ce29dcc04,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.4253,0.5,87.0,1.0,1.0
5a817d8c55429903bc27b974,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,1.0,1.0,87.0,1.0,1.0
5adf0ae45542992d7e9f9286,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.3548,0.5,93.0,1.0,1.0
5a7309a15542992359bc320c,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0
5ac54f8d5542993e66e822f5,chunk_packed_96,chunk,packed,0.0,0.5,1.0,1.0,0.7097,1.0,93.0,1.0,1.0
5ae5cf625542996de7b71a22,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.75,0.0,0.0,88.0,1.0,1.0
5ae1d5a3554299234fd04319,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.5474,0.5,95.0,0.5,0.0
5ab6390f5542995eadeeff7a,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.6022,0.5,93.0,1.0,1.0
5a7344e95542991f9a20c6ce,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,1.0
5ac2ed41554299218029db96,chunk_packed_96,chunk,packed,1.0,1.0,0.0,0.0,0.0,0.0,83.0,1.0,1.0
5ae0536755429924de1b70a6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.3956,1.0,91.0,1.0,1.0
5aba7cb455429901930fa7eb,chunk_packed_96,chunk,packed,0.0,0.25,0.0,0.2,0.6709,0.5,79.0,1.0,1.0
5ac083b0554299294b21900d,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.4333,1.0,90.0,1.0,1.0
5a7d1bf65542995ed0d165f0,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.234,0.5,94.0,1.0,1.0
5a81a2705542990a1d231e30,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,1.0,1.0,92.0,1.0,1.0
5a82626655429966c78a6a08,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.25,0.5238,0.5,84.0,1.0,1.0
5a88a23f5542997e5c09a652,chunk_packed_96,chunk,packed,0.0,0.8,1.0,1.0,0.3056,0.5,72.0,1.0,1.0
5ae518ae5542993aec5ec13c,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.0,0.0,76.0,1.0,1.0
5a8d227a554299585d9e37b1,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.5294,0.5,85.0,0.5,0.0
5ae5dae2554299546bf82fa4,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.4756,0.5,82.0,1.0,1.0
5ac0e0c75542997d64295a6e,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,1.0,0.5,84.0,1.0,1.0
5a8268aa55429940e5e1a8aa,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2857,0.5,84.0,0.5,0.0
5a79c1095542996c55b2dc62,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.1954,0.5,87.0,1.0,1.0
5ae18d615542997283cd2229,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.0,0.0,76.0,0.5,0.0
5ae0156455429942ec259c15,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4316,0.5,95.0,1.0,1.0
