qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5ae2138c5542997283cd23b7,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4091,0.5,88.0,1.0,1.0
5a77152355429966f1a36c2e,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.3462,0.5,78.0,0.5,0.0
5ade99ad554299728e26c75d,chunk_packed_96,chunk,packed,0.0,0.4,1.0,1.0,0.5368,0.5,95.0,1.0,1.0
5ab81cff5542990e739ec827,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.0,0.0,94.0,1.0,1.0
5ae5be02554299546bf82f3e,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.7229,0.5,83.0,1.0,1.0
5ae3f1bb5542995ad6573cbe,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.8721,1.0,86.0,1.0,1.0
5a8389445542996488c2e450,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,1.0,1.0,93.0,1.0,1.0
5a89fc305542993b751ca9dc,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,1.0,0.5,80.0,1.0,1.0
5a85bc2d5542994c784ddb70,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.1915,0.5,94.0,1.0,1.0
5a7b1c745542992d025e6777,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.25,0.4634,0.5,82.0,0.5,0.0
5ae2d8fb55429928c42394fa,chunk_packed_96,chunk,packed,0.0,0.2222,0.0,0.2,0.3333,0.5,93.0,0.5,0.0
5ae7f6be554299540e5a56db,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.5745,1.0,94.0,1.0,1.0
5a773ae055429972597f14b0,chunk_packed_96,chunk,packed,0.0,0.6667,1.0,1.0,0.3563,0.5,87.0,1.0,1.0
5a75abbb5542992d0ec05fd9,chunk_packed_96,chunk,packed,0.0,0.6667,0.0,0.5,0.0,0.0,79.0,0.5,0.0
5ae4c49a5542995dadf24400,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.3378,0.5,74.0,0.5,0.0
5ac44813554299194317396b,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.6386,0.5,83.0,1.0,1.0
5abfc8675542993fe9a41e52,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0
5a8aeadc55429950cd6afbe0,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.6277,1.0,94.0,1.0,1.0
5ab2082f554299722f9b4c9f,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,1.0
5ae0ba15554299603e41844d,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.6593,1.0,91.0,1.0,1.0
5a7332935542991f9a20c67d,chunk_packed_96,chunk,packed,1.0,1.0,0.0,0.0,0.0,0.0,72.0,1.0,1.0
5a9068f85542990a98493623,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.7849,0.5,93.0,1.0,1.0
5addd5795542990dbb2f7e9d,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.7262,0.5,84.0,1.0,1.0
5adfa3da554299025d62a317,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3333,0.0,0.0,91.0,0.5,0.0
5ae6443355429908198fa563,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.5517,1.0,87.0,1.0,1.0
