qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_280_tokens,chunk_packed_280_doc_count,chunk_packed_280_em,chunk_packed_280_f1,bm25_packed_280_tokens,bm25_packed_280_doc_count,bm25_packed_280_em,bm25_packed_280_f1,hybrid_packed_280_tokens,hybrid_packed_280_doc_count,hybrid_packed_280_em,hybrid_packed_280_f1,ace_packed_280_tokens,ace_packed_280_doc_count,ace_packed_280_em,ace_packed_280_f1,ace_focused_220_tokens,ace_focused_220_doc_count,ace_focused_220_em,ace_focused_220_f1
5ae2138c5542997283cd23b7,Are Villa Paletti and Betrayal at House on the Hill both board games?,ace_focused_220,ace_focused_220,0.3255283357301769,0.32256095709286725,0.3219401859716562,0.37973849938508075,0.6666666666666666,257,5,0.0,0.0,277,5,0.0,0.0,272,4,0.0,0.0,274,5,0.0,0.0,204,3,0.0,0.0
5a77152355429966f1a36c2e,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,chunk_packed_280,bm25_packed_280,0.4387607632469057,0.4813666821031425,0.4754304463993174,0.42150561593821334,0.42857142857142855,257,5,0.0,0.0,275,5,1.0,1.0,272,5,0.0,0.0,277,5,0.0,0.0,200,5,0.0,0.0
5ade99ad554299728e26c75d,"How many acts is the ballet Rita Sangalli premiered in, in the year 1876?",chunk_packed_280,ace_focused_220,0.3510091681090579,0.2998193204219367,0.3574959033992101,0.338286299187917,0.6666666666666666,273,5,0.0,0.4,269,5,0.0,0.0,279,5,0.0,0.0,277,5,0.0,0.0,195,5,0.0,0.4
5ab81cff5542990e739ec827,"Which novelist was educated in London, C. S. Forester or Helen Zahavi?",ace_focused_220,ace_focused_220,0.3131159638940906,0.3441487031071686,0.3325230537191624,0.36714172310669424,0.6666666666666666,274,5,1.0,1.0,271,5,1.0,1.0,272,5,1.0,1.0,279,5,1.0,1.0,202,5,1.0,1.0
5ae5be02554299546bf82f3e,Who is the Chief Executive Officer of the corporation that owns Space Dev?,ace_focused_220,chunk_packed_280,0.23433972188144364,0.2680410368377356,0.24236065454169764,0.2954789656658913,0.25,270,4,1.0,1.0,267,4,0.0,0.0,271,4,1.0,1.0,277,5,0.0,0.0,209,5,0.0,0.0
5ae3f1bb5542995ad6573cbe,"Which is a type of herb, Brassia or Achimenes?",hybrid_packed_280,ace_focused_220,0.2675870700491306,0.27091968321846605,0.3120618298239275,0.2936953208121983,0.42857142857142855,268,5,1.0,1.0,269,5,1.0,1.0,261,5,1.0,1.0,270,5,1.0,1.0,219,5,1.0,1.0
5a8389445542996488c2e450,"Which is longer, Hampshire and Hampden Canal or Tennessee–Tombigbee Waterway?",ace_focused_220,ace_focused_220,0.304440584465291,0.3144331401927389,0.31484760507373694,0.3424473884818209,1.0,270,5,1.0,1.0,276,5,1.0,1.0,274,5,1.0,1.0,277,5,1.0,1.0,200,5,1.0,1.0
5a89fc305542993b751ca9dc,Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?,chunk_packed_280,ace_focused_220,0.31889606213344324,0.3750666015139067,0.3562754492275728,0.3257737635976654,1.0,267,5,1.0,1.0,278,5,1.0,1.0,253,4,1.0,1.0,279,5,1.0,1.0,198,3,1.0,1.0
5a85bc2d5542994c784ddb70,"""It Girl"" is musically classified in the middle of what terminology describing the speed or pace of a given piece?",chunk_packed_280,ace_focused_220,0.4046238283344692,0.4242830389235467,0.4369287770590158,0.39436397081904384,0.25,266,5,1.0,1.0,280,5,1.0,1.0,256,5,1.0,1.0,280,5,1.0,1.0,213,4,1.0,1.0
5a7b1c745542992d025e6777,"What was unique about the attraction that was replaced by Monsters, Inc. Laughing Floor on April 2,2007?",chunk_packed_280,ace_focused_220,0.33703480415974296,0.3645188528429954,0.3618584790426266,0.2505316847673129,0.42857142857142855,280,5,0.0,0.0,279,5,0.0,0.0,276,5,0.0,0.0,221,5,0.0,0.0,200,5,0.0,0.0
5ae2d8fb55429928c42394fa,Who was the base where the 413th Flight Test Group is stationed named after?,chunk_packed_280,hybrid_packed_280,0.36658805603667743,0.36959060396435206,0.37193360646123197,0.36736226133115224,1.0,196,5,0.0,0.22222222222222224,192,5,0.0,0.0,183,5,0.0,0.22222222222222224,196,5,0.0,0.0,196,5,0.0,0.0
5ae7f6be554299540e5a56db,Jim Betts ran against the first American to orbit what?,ace_focused_220,hybrid_packed_280,0.2655965869466519,0.3319866869755739,0.2967605471001764,0.3217875106171765,1.0,273,5,0.0,0.0,273,5,1.0,1.0,271,5,1.0,1.0,279,5,1.0,1.0,213,5,0.0,0.0
5a773ae055429972597f14b0,What actress with the last name Saravanan starred in the 2004 Tamil film Arul?,chunk_packed_280,hybrid_packed_280,0.24140565120838336,0.23862287655624428,0.24604447043720556,0.2605877547719649,0.6666666666666666,278,5,0.0,0.6666666666666666,279,5,0.0,0.0,267,5,0.0,0.6666666666666666,280,5,0.0,0.0,209,5,0.0,0.0
5a75abbb5542992d0ec05fd9,Which auto club has sanctioned races run in California as well as Indianapolis?,ace_focused_220,ace_focused_220,0.26252624366824373,0.2674959277486465,0.26759262872422307,0.31736296059554836,0.6666666666666666,273,5,0.0,0.0,267,5,0.0,0.6666666666666666,267,5,1.0,1.0,272,5,1.0,1.0,214,3,1.0,1.0
5ae4c49a5542995dadf24400,"Henry Hall is known for fighting in the Revolutionary War, and for being the first to successfully cultivate this food found in what type of bogs?",chunk_packed_280,ace_focused_220,0.33096742430001225,0.3353099112320653,0.3371565402557467,0.3236477166437489,0.6666666666666666,254,5,0.0,0.0,272,5,0.0,0.0,270,5,0.0,0.0,265,5,0.0,0.0,208,4,0.0,0.0
5ac44813554299194317396b,"Parafield, South Australia is very near the airport and what campus of the University of South Australia?",ace_focused_220,ace_focused_220,0.32016174596440683,0.34422561236437177,0.3440166326835729,0.38270535106740955,0.6666666666666666,262,5,1.0,1.0,280,5,1.0,1.0,262,5,1.0,1.0,277,5,1.0,1.0,219,4,1.0,1.0
5abfc8675542993fe9a41e52,Mawson  is an electoral district that includes the wine regional around which town 35 km south of Adelaide?,ace_focused_220,ace_focused_220,0.30965957903625396,0.3020805542874675,0.31349217321443673,0.36939574465344216,0.6666666666666666,261,4,1.0,1.0,274,5,1.0,1.0,261,4,1.0,1.0,280,5,1.0,1.0,216,4,1.0,1.0
5a8aeadc55429950cd6afbe0,What date in 2010 was a South Korean film starring  Kim Hyang-gi released?,ace_focused_220,ace_focused_220,0.3432638201834781,0.32570396103492166,0.3307098444064843,0.38403110111106303,0.6666666666666666,278,5,1.0,1.0,280,5,0.0,0.6666666666666666,280,5,0.0,0.6666666666666666,278,5,1.0,1.0,206,5,1.0,1.0
5ab2082f554299722f9b4c9f,What award did both Victor Heerman and Lloyd Corrigan win?,ace_focused_220,ace_focused_220,0.2492859295133596,0.25093367134645,0.26304083042220516,0.2933906541391463,0.42857142857142855,274,5,0.0,0.0,279,5,0.0,0.0,280,5,0.0,0.0,259,5,0.0,0.0,203,5,0.0,0.0
5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",chunk_packed_280,ace_focused_220,0.32626101176286304,0.35333747585350905,0.3606534771590627,0.25566786786122997,1.0,260,5,1.0,1.0,277,5,1.0,1.0,260,5,1.0,1.0,267,5,1.0,1.0,220,5,1.0,1.0
5a7332935542991f9a20c67d,"Which board game was published most recently, Pirate's Cove or Catan?",chunk_packed_280,ace_focused_220,0.26372824338412465,0.26633591551157243,0.2696039258922669,0.2931217536794347,0.6666666666666666,267,4,1.0,1.0,256,5,1.0,1.0,268,5,1.0,1.0,280,5,1.0,1.0,215,4,1.0,1.0
5a9068f85542990a98493623,What was the nickname of the 76er who was drafted 3rd in the 2014 draft? ,ace_focused_220,hybrid_packed_280,0.23932663453877218,0.2426139388138455,0.23752829673351072,0.3357631212813015,0.42857142857142855,273,4,1.0,1.0,266,4,0.0,0.0,268,4,1.0,1.0,276,5,0.0,0.0,212,5,0.0,0.0
5addd5795542990dbb2f7e9d,Used to This was included on the streaming version of the album released in 2017 on what label?,chunk_packed_280,ace_focused_220,0.3201746164636615,0.3038347254023168,0.3400334386701002,0.3108229858912275,0.6666666666666666,275,5,0.0,0.0,269,4,0.0,0.0,272,4,0.0,0.0,267,5,0.0,0.0,192,4,0.0,0.0
5adfa3da554299025d62a317,"What is the birthday of the actress who was the Duchess in ""The Revengers Tragedy""?",chunk_packed_280,ace_focused_220,0.28542058089747013,0.2995547202259533,0.29255521323065503,0.2997546404137139,0.6666666666666666,274,5,0.0,0.0,276,5,0.0,0.0,280,5,0.0,0.0,274,5,0.0,0.0,220,5,0.0,0.0
5ae6443355429908198fa563,"Which king of Northumbria, who possibly became king while a still a child, attempted to have Eardwulf of Northumbria assassinated?",chunk_packed_280,ace_focused_220,0.31318797389818187,0.3161228487049642,0.31582229931648853,0.33238708299857644,0.6666666666666666,278,5,0.0,0.6666666666666666,279,5,0.0,0.0,274,5,0.0,0.6666666666666666,278,5,1.0,1.0,216,3,1.0,1.0
5ab98608554299131ca42362,Where does the story take place in 1988 film The Moderns?,chunk_packed_280,ace_focused_220,0.30810100711340976,0.3106753412961675,0.33053145383155336,0.3032984767985775,0.25,279,5,1.0,1.0,274,5,1.0,1.0,270,5,1.0,1.0,273,5,1.0,1.0,218,5,1.0,1.0
5ae61bfd5542992663a4f261,Which teams did Jimmy Butler play and what role did he play on these teams?,ace_focused_220,ace_focused_220,0.23460810900331625,0.21745861265578142,0.23314518632740505,0.2656367079803911,0.42857142857142855,276,5,0.0,0.0,258,4,0.0,0.0,273,5,0.0,0.0,260,5,0.0,0.0,220,5,0.0,0.0
5ab870ed55429934fafe6db9, The Canadian Hot 100 is a music industry record chart in Canada for for a song that is released separately from what?,ace_focused_220,ace_focused_220,0.36443725026913876,0.3715054181028165,0.3736822732179661,0.4384471705455498,0.42857142857142855,264,4,1.0,1.0,276,5,1.0,1.0,256,4,1.0,1.0,265,4,1.0,1.0,209,4,1.0,1.0
5abcfc365542993a06baf9d6,"What year did the series on CBS, starring the actor who known for his role in ""Rebel Without a Cause,"" air?",ace_focused_220,ace_focused_220,0.2492426084764222,0.2400733351692785,0.24349561059375563,0.28856586552176056,0.6666666666666666,275,5,0.0,0.0,270,5,0.0,0.0,277,5,0.0,0.0,279,5,0.0,0.0,208,5,0.0,0.0
5add63845542992ae4cec541,What was the release date and price for the release of Mac OS X that has the software for creating WWF files?,ace_focused_220,ace_packed_280,0.2872818019877378,0.2873825837440158,0.2813097628204893,0.37826493686407636,0.6666666666666666,265,4,0.0,0.0,257,4,0.0,0.0,267,4,0.0,0.0,258,5,0.0,0.7499999999999999,216,4,0.0,0.0
5ae2a0a1554299495565dae9,Dark Dungeons is based on what short gospel tracts by a religious cartoonist?,chunk_packed_280,ace_focused_220,0.30866736067139733,0.37241478988466514,0.3403076455029758,0.3253654942671025,0.42857142857142855,267,5,1.0,1.0,272,5,1.0,1.0,266,5,1.0,1.0,276,5,1.0,1.0,211,4,1.0,1.0
