qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
ad193b1808b411ebbd88ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.3828,0.5,128.0,0.5,0.0
5b168cd8089811ebbd77ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.6727,1.0,110.0,1.0,1.0
b23a2b360baf11ebab90acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4019,0.5,107.0,1.0,1.0
c5ffa16a0bdb11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3197,0.5,122.0,0.5,0.0
eb3ff1900baf11ebab90acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.4,0.4113,0.5,124.0,1.0,1.0
59a16ade0baf11ebab90acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.5,0.0
5c9ef1d80bdd11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4141,0.5,128.0,0.5,0.0
a537c442086d11ebbd62ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.5741,0.5,108.0,0.5,0.0
01588f7208be11ebbd8aac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.6142,0.5,127.0,0.5,0.0
6b55ac320bdb11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.5085,0.5,118.0,1.0,1.0
fde95590089c11ebbd78ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,1.0
1f8a41b60bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2623,0.5,122.0,1.0,1.0
50008e080bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.5,0.0
9f62be2008ac11ebbd83ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4576,0.5,118.0,1.0,1.0
6bb800f00bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4727,0.5,110.0,1.0,1.0
1822cbb4089111ebbd72ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4921,0.5,126.0,0.5,0.0
87154f1e0bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2459,0.5,122.0,0.5,0.0
709430f20bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.5583,1.0,120.0,1.0,1.0
1aecfdf608a011ebbd78ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,0.0,0.6667,0.6612,1.0,121.0,1.0,1.0
03d68971096e11ebbdb0ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.2778,0.5,126.0,1.0,1.0
8a6eec600bda11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.5,0.5,108.0,1.0,1.0
3497795008bb11ebbd88ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.3333,0.4918,0.25,122.0,0.5,0.0
305e54500bde11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.4091,0.5,110.0,0.5,0.0
6aa8edb5086411ebbd5eac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.4545,0.5,121.0,1.0,1.0
4a8d58f0085811ebbd5aac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.377,0.25,122.0,0.5,0.0
00ce250d095f11ebbdafac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.5984,1.0,122.0,1.0,1.0
c6128932093b11ebbdaeac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.7025,1.0,121.0,1.0,1.0
d6c5f2680bdd11eba7f7acde48001122,chunk_packed_128,chunk,packed,0.0,0.0,1.0,1.0,0.2,0.5,125.0,0.5,0.0
07626317086e11ebbd62ac1f6bf848b6,chunk_packed_128,chunk,packed,0.0,0.0,0.0,0.0,0.3579,0.25,95.0,0.75,0.0
61f9bff8089711ebbd77ac1f6bf848b6,chunk_packed_128,chunk,packed,1.0,1.0,1.0,1.0,0.584,0.5,125.0,0.5,0.0
