qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_220_tokens,chunk_packed_220_doc_count,chunk_packed_220_em,chunk_packed_220_f1,ace_packed_220_tokens,ace_packed_220_doc_count,ace_packed_220_em,ace_packed_220_f1,ace_focused_220_tokens,ace_focused_220_doc_count,ace_focused_220_em,ace_focused_220_f1
5ae2138c5542997283cd23b7,Are Villa Paletti and Betrayal at House on the Hill both board games?,ace_packed_220,ace_focused_220,0.32552835867687924,0.32129415860061056,0.32443728299235675,0.37973847676001504,0.6666666666666666,206,5,0.0,0.0,215,4,0.0,0.0,204,3,0.0,0.0
5a77152355429966f1a36c2e,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,chunk_packed_220,chunk_packed_220,0.4387607632469057,0.48058607833621503,0.4753423268598834,0.4215055584213204,0.1111111111111111,213,5,0.0,0.0,219,5,0.0,0.0,219,4,0.0,0.0
5ade99ad554299728e26c75d,"How many acts is the ballet Rita Sangalli premiered in, in the year 1876?",chunk_packed_220,chunk_packed_220,0.3503966090221361,0.3000665245294741,0.35722496414329585,0.338286299187917,0.6666666666666666,194,4,0.0,0.4,214,5,0.0,0.0,195,5,0.0,0.4
5ab81cff5542990e739ec827,"Which novelist was educated in London, C. S. Forester or Helen Zahavi?",ace_packed_220,ace_packed_220,0.31311593173912033,0.34163657042967926,0.33126696660041777,0.3463083396756277,0.6666666666666666,220,5,1.0,1.0,203,5,1.0,1.0,216,5,1.0,1.0
5ae5be02554299546bf82f3e,Who is the Chief Executive Officer of the corporation that owns Space Dev?,ace_packed_220,chunk_packed_220,0.22815598833319373,0.26793734670288083,0.24178680225554533,0.29542554672787136,0.42857142857142855,218,4,1.0,1.0,206,5,0.0,0.0,206,5,0.0,0.0
5ae3f1bb5542995ad6573cbe,"Which is a type of herb, Brassia or Achimenes?",chunk_packed_220,chunk_packed_220,0.26758706109123814,0.2692888080256831,0.3114261677029754,0.29369532106575424,0.42857142857142855,200,5,1.0,1.0,210,5,1.0,1.0,219,5,1.0,1.0
5a8389445542996488c2e450,"Which is longer, Hampshire and Hampden Canal or Tennessee–Tombigbee Waterway?",ace_packed_220,chunk_packed_220,0.304440584465291,0.31816368113928584,0.3178441716689621,0.3424473770202404,0.6666666666666666,203,4,1.0,1.0,220,4,1.0,1.0,206,3,1.0,1.0
5a89fc305542993b751ca9dc,Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?,chunk_packed_220,ace_focused_220,0.318896084408148,0.3739706404629788,0.355727470355377,0.3257737117495168,1.0,215,4,1.0,1.0,206,4,1.0,1.0,198,3,1.0,1.0
5a85bc2d5542994c784ddb70,"""It Girl"" is musically classified in the middle of what terminology describing the speed or pace of a given piece?",chunk_packed_220,ace_packed_220,0.40439725396229653,0.42318287978857083,0.4370328653117971,0.3943640065888655,0.42857142857142855,217,5,1.0,1.0,210,4,1.0,1.0,214,5,1.0,1.0
5a7b1c745542992d025e6777,"What was unique about the attraction that was replaced by Monsters, Inc. Laughing Floor on April 2,2007?",chunk_packed_220,ace_focused_220,0.3339364963199013,0.3601647815582041,0.359314041680322,0.25001455157113356,0.42857142857142855,214,4,0.0,0.0,215,5,0.0,0.0,208,5,0.0,0.0
5ae2d8fb55429928c42394fa,Who was the base where the 413th Flight Test Group is stationed named after?,chunk_packed_220,chunk_packed_220,0.3665880346353285,0.3696081799168269,0.3717307013784804,0.36736230389727276,1.0,196,5,0.0,0.22222222222222224,196,5,0.0,0.0,196,5,0.0,0.0
5ae7f6be554299540e5a56db,Jim Betts ran against the first American to orbit what?,ace_packed_220,ace_packed_220,0.2655966259796332,0.32885448774858717,0.29518021522847626,0.32178758354130843,1.0,209,5,0.0,0.0,218,5,1.0,1.0,213,5,0.0,0.0
5a773ae055429972597f14b0,What actress with the last name Saravanan starred in the 2004 Tamil film Arul?,chunk_packed_220,chunk_packed_220,0.24140565120838336,0.24103027780341457,0.24539132686247028,0.24646397653499075,0.42857142857142855,218,5,0.0,0.6666666666666666,220,5,0.0,0.6666666666666666,220,5,0.0,0.6666666666666666
5a75abbb5542992d0ec05fd9,Which auto club has sanctioned races run in California as well as Indianapolis?,ace_packed_220,ace_focused_220,0.26252628074163403,0.26930278605563074,0.26683912386898945,0.3173629606212229,0.42857142857142855,208,3,0.0,0.6666666666666666,217,4,1.0,1.0,214,3,1.0,1.0
5ae4c49a5542995dadf24400,"Henry Hall is known for fighting in the Revolutionary War, and for being the first to successfully cultivate this food found in what type of bogs?",chunk_packed_220,ace_packed_220,0.33096742430001225,0.3333376164902593,0.33617039288484374,0.3236477166437489,0.42857142857142855,203,4,0.0,0.0,198,4,0.0,0.0,219,3,0.0,0.0
5ac44813554299194317396b,"Parafield, South Australia is very near the airport and what campus of the University of South Australia?",ace_packed_220,chunk_packed_220,0.3201617485963792,0.34336230875674784,0.34358497139436717,0.3827053336163457,0.6666666666666666,219,5,1.0,1.0,219,5,1.0,1.0,219,4,1.0,1.0
5abfc8675542993fe9a41e52,Mawson  is an electoral district that includes the wine regional around which town 35 km south of Adelaide?,ace_packed_220,ace_focused_220,0.30965953524834355,0.3000001733850063,0.3155637266611819,0.3693957558301448,0.42857142857142855,207,4,1.0,1.0,210,4,1.0,1.0,205,4,1.0,1.0
5a8aeadc55429950cd6afbe0,What date in 2010 was a South Korean film starring  Kim Hyang-gi released?,ace_packed_220,ace_focused_220,0.34326383205645156,0.3263702072886385,0.3310393635107913,0.3840310905390716,0.42857142857142855,210,5,1.0,1.0,204,5,1.0,1.0,199,5,1.0,1.0
5ab2082f554299722f9b4c9f,What award did both Victor Heerman and Lloyd Corrigan win?,ace_packed_220,ace_focused_220,0.24928590502116055,0.24727255132851217,0.26132453487146473,0.29339071034826225,0.42857142857142855,217,4,0.0,0.0,207,5,0.0,0.0,203,5,0.0,0.0
5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",chunk_packed_220,chunk_packed_220,0.32626097783101976,0.35490931820484845,0.359782867453307,0.25566794458609915,1.0,213,5,1.0,1.0,216,5,1.0,1.0,220,5,1.0,1.0
5a7332935542991f9a20c67d,"Which board game was published most recently, Pirate's Cove or Catan?",chunk_packed_220,ace_packed_220,0.26372832738281077,0.27029286250122453,0.27151184053909344,0.2931217782113158,0.6666666666666666,220,4,1.0,1.0,208,4,1.0,1.0,215,4,1.0,1.0
5a9068f85542990a98493623,What was the nickname of the 76er who was drafted 3rd in the 2014 draft? ,ace_packed_220,ace_focused_220,0.22521153199811014,0.22496300247020617,0.2230620667776053,0.2879304758921129,0.42857142857142855,205,3,1.0,1.0,202,4,1.0,1.0,201,5,1.0,1.0
5addd5795542990dbb2f7e9d,Used to This was included on the streaming version of the album released in 2017 on what label?,chunk_packed_220,ace_packed_220,0.32017459211317956,0.30357869592834685,0.3375488570059839,0.302073905735701,0.1111111111111111,215,4,0.0,0.0,214,5,0.0,0.0,219,5,0.0,0.0
5adfa3da554299025d62a317,"What is the birthday of the actress who was the Duchess in ""The Revengers Tragedy""?",ace_packed_220,ace_focused_220,0.26938450878570774,0.2991268079349715,0.2929002968480484,0.2996589290707633,0.42857142857142855,215,4,0.0,0.0,214,5,0.0,0.0,204,5,0.0,0.0
5ae6443355429908198fa563,"Which king of Northumbria, who possibly became king while a still a child, attempted to have Eardwulf of Northumbria assassinated?",chunk_packed_220,ace_focused_220,0.31318797389818187,0.31626666441402806,0.3157714537220866,0.3049361259210692,0.6666666666666666,220,4,0.0,0.6666666666666666,212,4,0.0,0.6666666666666666,220,4,1.0,1.0
5ab98608554299131ca42362,Where does the story take place in 1988 film The Moderns?,chunk_packed_220,ace_focused_220,0.3206009900327453,0.3124505814929251,0.33166245973264064,0.3101949965924765,0.1111111111111111,211,4,1.0,1.0,200,4,1.0,1.0,199,5,1.0,1.0
5ae61bfd5542992663a4f261,Which teams did Jimmy Butler play and what role did he play on these teams?,ace_packed_220,ace_packed_220,0.23460810900331625,0.2153022970764476,0.2332605787901173,0.2656367533654458,0.42857142857142855,214,5,0.0,0.0,199,4,0.0,0.0,220,5,0.0,0.0
5ab870ed55429934fafe6db9, The Canadian Hot 100 is a music industry record chart in Canada for for a song that is released separately from what?,ace_packed_220,ace_packed_220,0.36443719820194276,0.3717399087255556,0.3732655037661665,0.4384471705455498,0.42857142857142855,216,4,1.0,1.0,211,3,1.0,1.0,212,4,1.0,1.0
5abcfc365542993a06baf9d6,"What year did the series on CBS, starring the actor who known for his role in ""Rebel Without a Cause,"" air?",ace_packed_220,ace_focused_220,0.24924266937356976,0.24037147889215316,0.2433520709209987,0.28856577824896723,0.42857142857142855,217,5,0.0,0.0,196,5,0.0,0.0,195,5,0.0,0.0
5add63845542992ae4cec541,What was the release date and price for the release of Mac OS X that has the software for creating WWF files?,ace_packed_220,ace_packed_220,0.2872818013866173,0.2891258738805639,0.2802032678592908,0.3782649297371914,0.6666666666666666,216,4,0.0,0.0,201,4,0.0,0.7499999999999999,216,4,0.0,0.0
5ae2a0a1554299495565dae9,Dark Dungeons is based on what short gospel tracts by a religious cartoonist?,chunk_packed_220,ace_packed_220,0.3086673484248288,0.37010215862632945,0.33915015551746064,0.3253655183622591,0.42857142857142855,219,4,1.0,1.0,214,5,1.0,1.0,218,5,1.0,1.0
5a84eecd5542994c784dda8e,What type of group does Pablo Carballo and Argentine Air Force have in common?,chunk_packed_220,chunk_packed_220,0.2851919998492183,0.321085278347479,0.30785359730346684,0.3030035103895028,0.42857142857142855,177,4,1.0,1.0,209,5,1.0,1.0,191,5,0.0,0.0
5a85fa815542996432c57155,Where was the movement that August Brancart published literature from centerd?,chunk_packed_220,chunk_packed_220,0.24820701183244107,0.30639286837593027,0.28796365272893765,0.2604731008496745,0.42857142857142855,197,4,0.0,0.0,218,5,0.0,0.0,218,5,0.0,0.0
5a84a5385542990548d0b2d9,"Tedrow, Ohio lies close to which 241. 26 mi highway? ",ace_packed_220,ace_packed_220,0.2608028231570217,0.2511900349294407,0.2515536751417474,0.3309134881249003,0.42857142857142855,206,4,1.0,1.0,205,5,1.0,1.0,219,5,1.0,1.0
5a78f26055429970f5fffdeb,Which former president of the Fédération Internationale de l'Automobile (FIA) cofounded Simtek Research?,chunk_packed_220,ace_focused_220,0.383351731518795,0.3465262286640823,0.3800415923633814,0.40590403123001584,1.0,216,4,0.0,0.8,216,4,0.0,0.0,197,4,0.0,0.8
5a86edcc55429960ec39b6da,"What actress portrayed Rachel Green on the sitcom ""Friends"" and starred in the movie ""She's Funny That Way""?",ace_packed_220,ace_packed_220,0.29471530961881454,0.24741344606727367,0.2939308754044302,0.3436602003945822,0.6666666666666666,209,4,1.0,1.0,208,4,1.0,1.0,216,4,1.0,1.0
