qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
34c3dd940bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.565,1.0,223.0,1.0,1.0
a1c37dc40bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1667,0.5,210.0,0.5,0.0
e051bd000bdb11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.1606,0.5,218.0,0.5,0.0
f02d1c2208b811ebbd88ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.7098,0.5,224.0,0.75,0.0
782f0c160bd911eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.0982,0.5,224.0,0.5,0.0
21e70b7e0bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.5392,1.0,217.0,1.0,1.0
8d3d54ec0bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.2941,0.5,221.0,0.5,0.0
33bcd7ce0bda11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.196,0.5,199.0,0.5,0.0
249f9f060bda11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1239,0.5,218.0,0.5,0.0
45eb6a5408b611ebbd88ac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2731,0.5,216.0,0.5,0.0
5f02fdf2084f11ebbd56ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.2227,1.0,211.0,1.0,1.0
af356f7a0bd911eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.25,0.1643,0.5,207.0,0.5,0.0
dbca21a20bd911eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.0583,0.5,223.0,0.5,0.0
27d8ec30091f11ebbdaeac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.3255,1.0,212.0,1.0,1.0
808f9f1808b111ebbd85ac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2258,1.0,217.0,1.0,1.0
d6b29805087b11ebbd69ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3516,0.5,219.0,0.5,0.0
9b8278a20bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1542,0.5,201.0,0.5,0.0
c99fc05e0bd911eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1963,0.5,214.0,0.5,0.0
60465ce2085411ebbd59ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.2192,0.5,219.0,0.5,0.0
3e0cebde0bd911eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1321,0.5,212.0,0.5,0.0
3cddcc46086511ebbd5eac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.7374,1.0,198.0,1.0,1.0
7f6e237109c411ebbdb0ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.4706,1.0,221.0,1.0,1.0
dc3a36a00bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.3146,0.5,213.0,0.5,0.0
09ede27e08fd11ebbdadac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.6982,1.0,222.0,1.0,1.0
003285a80bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.4081,1.0,223.0,1.0,1.0
0e2082e408d111ebbd95ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.7696,1.0,217.0,1.0,1.0
322178260bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.433,0.5,224.0,0.5,0.0
4c1772720bb011ebab90acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.75,0.125,0.5,200.0,0.5,0.0
adf59bec0bdb11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.3333,0.2,0.5,220.0,0.5,0.0
136c700c089611ebbd76ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3761,0.5,218.0,1.0,1.0
6b2ad6600bdb11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.3081,1.0,198.0,1.0,1.0
e6a4ff4c0bda11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.3333,0.2036,0.5,221.0,0.5,0.0
a163b2d1087d11ebbd6bac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.3453,1.0,223.0,1.0,1.0
be851b660bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.5894,1.0,207.0,1.0,1.0
fbc352ec0bae11ebab90acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.5459,1.0,218.0,1.0,1.0
041879d0093a11ebbdaeac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.5888,1.0,214.0,1.0,1.0
8dcab52d092f11ebbdaeac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.5622,1.0,217.0,1.0,1.0
6a765fc60bb011ebab90acde48001122,chunk_packed_224,chunk,packed,0.0,0.3333,1.0,1.0,0.7793,1.0,222.0,1.0,1.0
0c4973520bb011ebab90acde48001122,chunk_packed_224,chunk,packed,0.0,0.1667,0.0,1.0,0.5023,1.0,217.0,1.0,1.0
350ec8b80bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.3543,1.0,223.0,1.0,1.0
16d7da20087911ebbd67ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.4773,1.0,220.0,1.0,1.0
d60529440baf11ebab90acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.2366,0.5,224.0,0.5,0.0
400bf8800bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.5,0.0,0.6667,0.3153,1.0,222.0,1.0,1.0
725dc29a0bda11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3173,0.5,208.0,0.5,0.0
c99c181e08b911ebbd88ac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.3619,0.5,210.0,0.5,0.0
1eeb91060bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3699,0.5,219.0,1.0,1.0
27944f240bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,1.0,1.0,0.0,0.0,0.55,0.5,220.0,0.5,0.0
0254eea408b911ebbd88ac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.3226,1.0,217.0,1.0,1.0
f48667b80bda11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1355,0.5,214.0,0.5,0.0
8145e4de0baf11ebab90acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.2909,0.5,220.0,0.5,0.0
62ce8c8e0bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.3163,0.5,215.0,0.5,0.0
ae30933a088b11ebbd6fac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.3935,0.5,216.0,0.5,0.0
7e3f262c0bd911eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.0825,0.5,194.0,0.5,0.0
fac0692508c111ebbd8bac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.25,1.0,208.0,1.0,1.0
21832f3c0bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.3805,1.0,205.0,1.0,1.0
6d1fa90e086711ebbd5eac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.2315,1.0,216.0,1.0,1.0
566c1e2c08a811ebbd7fac1f6bf848b6,chunk_packed_224,chunk,packed,0.0,0.0,1.0,1.0,0.42,0.5,200.0,0.5,0.0
8682d20708d311ebbd96ac1f6bf848b6,chunk_packed_224,chunk,packed,1.0,1.0,1.0,1.0,0.2591,0.5,220.0,0.5,0.0
33a140280bde11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.1813,0.5,182.0,0.5,0.0
c6ac8fcc0bdd11eba7f7acde48001122,chunk_packed_224,chunk,packed,0.0,0.0,0.0,0.0,0.5917,1.0,218.0,1.0,1.0
