qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
34c3dd940bde11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4792,0.5,96.0,1.0,1.0
a1c37dc40bdd11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4605,0.5,76.0,0.5,0.0
e051bd000bdb11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.3125,0.5,96.0,0.5,0.0
f02d1c2208b811ebbd88ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4468,0.25,94.0,0.75,0.0
782f0c160bd911eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2292,0.5,96.0,0.5,0.0
21e70b7e0bde11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,1.0
8d3d54ec0bdd11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2065,0.5,92.0,0.5,0.0
33bcd7ce0bda11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.4875,0.5,80.0,0.5,0.0
249f9f060bda11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.3462,0.5,78.0,0.5,0.0
45eb6a5408b611ebbd88ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.8082,0.5,73.0,0.5,0.0
5f02fdf2084f11ebbd56ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.6351,1.0,74.0,1.0,1.0
af356f7a0bd911eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.25,0.4416,0.5,77.0,0.5,0.0
dbca21a20bd911eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.1646,0.5,79.0,0.5,0.0
27d8ec30091f11ebbdaeac1f6bf848b6,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.6154,1.0,91.0,1.0,1.0
808f9f1808b111ebbd85ac1f6bf848b6,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,0.7778,1.0,63.0,1.0,1.0
d6b29805087b11ebbd69ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,1.0,0.5,92.0,0.5,0.0
9b8278a20bdd11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.3875,0.5,80.0,0.5,0.0
c99fc05e0bd911eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.5,0.0
60465ce2085411ebbd59ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.5275,0.5,91.0,0.5,0.0
3e0cebde0bd911eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2917,0.5,96.0,0.5,0.0
3cddcc46086511ebbd5eac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.8,1.0,1.0,0.4222,0.5,90.0,1.0,1.0
7f6e237109c411ebbdb0ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.5517,1.0,87.0,1.0,1.0
dc3a36a00bdd11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.6979,0.5,96.0,0.5,0.0
09ede27e08fd11ebbdadac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.7703,0.5,74.0,1.0,1.0
003285a80bde11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.8125,1.0,96.0,1.0,1.0
0e2082e408d111ebbd95ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2647,0.5,68.0,1.0,1.0
322178260bde11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.1304,0.5,92.0,0.5,0.0
4c1772720bb011ebab90acde48001122,chunk_packed_96,chunk,packed,0.0,0.2,0.0,0.5,0.266,0.5,94.0,0.5,0.0
adf59bec0bdb11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3333,0.4944,0.5,89.0,0.5,0.0
136c700c089611ebbd76ac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,1.0,0.5,82.0,1.0,1.0
6b2ad6600bdb11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.6559,1.0,93.0,1.0,1.0
e6a4ff4c0bda11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3333,0.0,0.0,94.0,0.5,0.0
a163b2d1087d11ebbd6bac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.3678,0.5,87.0,1.0,1.0
be851b660bdd11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.6145,0.5,83.0,1.0,1.0
fbc352ec0bae11ebab90acde48001122,chunk_packed_96,chunk,packed,0.0,0.6667,0.0,0.8,0.5106,0.5,94.0,1.0,1.0
041879d0093a11ebbdaeac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,0.0,0.0,88.0,1.0,1.0
8dcab52d092f11ebbdaeac1f6bf848b6,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.2022,0.5,89.0,1.0,1.0
6a765fc60bb011ebab90acde48001122,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6667,0.0,0.0,49.0,1.0,1.0
0c4973520bb011ebab90acde48001122,chunk_packed_96,chunk,packed,0.0,0.1667,0.0,1.0,0.0,0.0,88.0,1.0,1.0
350ec8b80bde11eba7f7acde48001122,chunk_packed_96,chunk,packed,0.0,0.6667,1.0,1.0,0.2927,0.5,82.0,1.0,1.0
